,Title,Director,Cast,TMDB_id,overview,genre,actorname_1,actorname_2,actorname_3,tag_all,tag_1,tag_2
424,Suvadugal,Jay Bala,"Jay Bala, Monica, K. R. Vijaya",269803,"After his father's untimely death, Kannan (Jayabala), an affluent young man, is hounded by a rival landlord (Rajesh) who wants to completely run him into the ground. Will Kannan be able to stand up to his adversary?",unkown,Jay Bala, Monica, K. R. Vijaya,"After his father's untimely death, Kannan (Jayabala), an affluent young man, is hounded by a rival landlord (Rajesh) who wants to completely run him into the ground. Will Kannan be able to stand up to his adversary?  Jay Bala Jay Bala  Monica  K. R. Vijaya"," Jay Bala Jay Bala  Monica After his father's untimely death, Kannan (Jayabala), an affluent young man, is hounded by a rival landlord (Rajesh) who wants to completely run him into the ground. Will Kannan be able to stand up to his adversary?", Jay Bala Jay Bala  Monica
425,Thanga Meenkal,Ram,"Ram, Sadhana, Shelly Kishore",218197,"Kalyani, a poor labourer, strives hard to make a living and provide for Chellamma, his innocent eight-year-old daughter.",Drama,Ram, Sadhana, Shelly Kishore,"Kalyani, a poor labourer, strives hard to make a living and provide for Chellamma, his innocent eight-year-old daughter. Drama Ram Ram  Sadhana  Shelly Kishore","Drama Ram Ram  Sadhana Kalyani, a poor labourer, strives hard to make a living and provide for Chellamma, his innocent eight-year-old daughter.",Drama Ram Ram  Sadhana
426,Varuthapadatha Valibar Sangam,Ponnraam,"Sivakarthikeyan, Sri Divya, Sathyaraj, Soori",219818,"Set in a village in Tamil Nadu called Silukkuvarpatti, VVS talks about the love between Bose Pandi  and Latha Pandi. While Bose is a carefree but spirited young man who doubles up as the leader of a local ‘Sangam’, Latha is the daughter of the village’s head honcho, Sivanandi. Sivanandi and Bose don’t exactly see eye to eye and added to this, Sivanandi is dead against his three daughters falling in love as he sees it as an insult to his status and standing in the village. A superhit hilarious comedy entertainer.",Comedy,Sivakarthikeyan, Sri Divya, Sathyaraj,"Set in a village in Tamil Nadu called Silukkuvarpatti, VVS talks about the love between Bose Pandi  and Latha Pandi. While Bose is a carefree but spirited young man who doubles up as the leader of a local ‘Sangam’, Latha is the daughter of the village’s head honcho, Sivanandi. Sivanandi and Bose don’t exactly see eye to eye and added to this, Sivanandi is dead against his three daughters falling in love as he sees it as an insult to his status and standing in the village. A superhit hilarious comedy entertainer. Comedy Ponnraam Sivakarthikeyan  Sri Divya  Sathyaraj","Comedy Ponnraam Sivakarthikeyan  Sri Divya Set in a village in Tamil Nadu called Silukkuvarpatti, VVS talks about the love between Bose Pandi  and Latha Pandi. While Bose is a carefree but spirited young man who doubles up as the leader of a local ‘Sangam’, Latha is the daughter of the village’s head honcho, Sivanandi. Sivanandi and Bose don’t exactly see eye to eye and added to this, Sivanandi is dead against his three daughters falling in love as he sees it as an insult to his status and standing in the village. A superhit hilarious comedy entertainer.",Comedy Ponnraam Sivakarthikeyan  Sri Divya
427,Arya Surya,Rama Narayanan,"Srinivasan, Vishnupriyan, Nakshathra",269658,"Aaryananda (Srinivasan) and Suryananda (Vishnupriyan), who aspire to enter the film industry, put a pair of smugglers behind bars. Surya is approached by the rich Chandralekha (Kovai Sarala) to spy on her flirtatious husband Kamalasekaran (Gangai Amaren). Meanwhile, the smugglers' boss plans to kidnap Aarya's girlfriend to teach the duo a lesson.",unkown,Srinivasan, Vishnupriyan, Nakshathra,"Aaryananda (Srinivasan) and Suryananda (Vishnupriyan), who aspire to enter the film industry, put a pair of smugglers behind bars. Surya is approached by the rich Chandralekha (Kovai Sarala) to spy on her flirtatious husband Kamalasekaran (Gangai Amaren). Meanwhile, the smugglers' boss plans to kidnap Aarya's girlfriend to teach the duo a lesson.  Rama Narayanan Srinivasan  Vishnupriyan  Nakshathra"," Rama Narayanan Srinivasan  Vishnupriyan Aaryananda (Srinivasan) and Suryananda (Vishnupriyan), who aspire to enter the film industry, put a pair of smugglers behind bars. Surya is approached by the rich Chandralekha (Kovai Sarala) to spy on her flirtatious husband Kamalasekaran (Gangai Amaren). Meanwhile, the smugglers' boss plans to kidnap Aarya's girlfriend to teach the duo a lesson.", Rama Narayanan Srinivasan  Vishnupriyan
428,Mathapoo,Dhinanthorum Nagaraj,"Jeyan, Gayathrie",269659,"Mathapoo is an tamil romanti movie direction by Nagaraj. The movie Starring Jeyan, Gayathri, Geetha, Sitharaa, Kitty, Ilavarasu, Renuka, Senji, Udhay, Shankar Guru Raja. Music for Mathappu is composed by K.Velayutham and produced by Sudalaikkan Raja.",unkown,Jeyan, Gayathrie,unknown,"Mathapoo is an tamil romanti movie direction by Nagaraj. The movie Starring Jeyan, Gayathri, Geetha, Sitharaa, Kitty, Ilavarasu, Renuka, Senji, Udhay, Shankar Guru Raja. Music for Mathappu is composed by K.Velayutham and produced by Sudalaikkan Raja.  Dhinanthorum Nagaraj Jeyan  Gayathrie unknown"," Dhinanthorum Nagaraj Jeyan  Gayathrie Mathapoo is an tamil romanti movie direction by Nagaraj. The movie Starring Jeyan, Gayathri, Geetha, Sitharaa, Kitty, Ilavarasu, Renuka, Senji, Udhay, Shankar Guru Raja. Music for Mathappu is composed by K.Velayutham and produced by Sudalaikkan Raja.", Dhinanthorum Nagaraj Jeyan  Gayathrie
429,Moodar Koodam,Naveen,"Sentrayan, Naveen, Rajaj, Oviya",221529,Four nobodies brought together by a quirk of fate decide to rob the house of a rich man. But things turn crazy when they arrive at his doorstep and find that the man is actually bankrupt.,Comedy,Sentrayan, Naveen, Rajaj,Four nobodies brought together by a quirk of fate decide to rob the house of a rich man. But things turn crazy when they arrive at his doorstep and find that the man is actually bankrupt. Comedy Naveen Sentrayan  Naveen  Rajaj,Comedy Naveen Sentrayan  Naveen Four nobodies brought together by a quirk of fate decide to rob the house of a rich man. But things turn crazy when they arrive at his doorstep and find that the man is actually bankrupt.,Comedy Naveen Sentrayan  Naveen
430,Unnodu Oru Naal,Durai Karthikeyan,"Arjun Vijayaraghavan, Neelam Upadhyay, Gibran Osman",269661,Karthik (Arjun) discovers that his wife Priya (Neelam) is having an affair and follows her to a hotel. He books a room very next to hers and tells his close friend Madhav (Gibran) of his intention to commit suicide. But little does he know that it is Madhav who is Priya's secret lover!,unkown,Arjun Vijayaraghavan, Neelam Upadhyay, Gibran Osman,Karthik (Arjun) discovers that his wife Priya (Neelam) is having an affair and follows her to a hotel. He books a room very next to hers and tells his close friend Madhav (Gibran) of his intention to commit suicide. But little does he know that it is Madhav who is Priya's secret lover!  Durai Karthikeyan Arjun Vijayaraghavan  Neelam Upadhyay  Gibran Osman, Durai Karthikeyan Arjun Vijayaraghavan  Neelam Upadhyay Karthik (Arjun) discovers that his wife Priya (Neelam) is having an affair and follows her to a hotel. He books a room very next to hers and tells his close friend Madhav (Gibran) of his intention to commit suicide. But little does he know that it is Madhav who is Priya's secret lover!, Durai Karthikeyan Arjun Vijayaraghavan  Neelam Upadhyay
431,6,V. Z. Durai,"Shaam, Poonam Kaur",597174,unkown,unkown,Shaam, Poonam Kaur,unknown,  V. Z. Durai Shaam  Poonam Kaur unknown, V. Z. Durai Shaam  Poonam Kaur , V. Z. Durai Shaam  Poonam Kaur
432,Adutha Kattam,Murali Krishnan,"Ganthiban, Malar Meni Perumal, Aghonderan Sahadevan, Shashitaran Rajoo, D. Rajam",269656,"A motorway, a woman, and a monster — Adutha Kattam, made by Malaysian Tamils with the support of the Malaysian Film",unkown,Ganthiban, Malar Meni Perumal, Aghonderan Sahadevan,"A motorway, a woman, and a monster — Adutha Kattam, made by Malaysian Tamils with the support of the Malaysian Film  Murali Krishnan Ganthiban  Malar Meni Perumal  Aghonderan Sahadevan"," Murali Krishnan Ganthiban  Malar Meni Perumal A motorway, a woman, and a monster — Adutha Kattam, made by Malaysian Tamils with the support of the Malaysian Film", Murali Krishnan Ganthiban  Malar Meni Perumal
433,Mouna Mazhai,Anand,"Sasi, Nakshatra, Dilip",269657,"Directed by Anand, Starring Sasi, Nakshathra, Videos, Stills, Wallpapers, Synopsis, Promotional Events",unkown,Sasi, Nakshatra, Dilip,"Directed by Anand, Starring Sasi, Nakshathra, Videos, Stills, Wallpapers, Synopsis, Promotional Events  Anand Sasi  Nakshatra  Dilip"," Anand Sasi  Nakshatra Directed by Anand, Starring Sasi, Nakshathra, Videos, Stills, Wallpapers, Synopsis, Promotional Events", Anand Sasi  Nakshatra
434,Ya Ya,I Rajasekaran,"Shiva, Santhanam, Dhansika, Sandhya",unknown,unknown,unknown,Shiva, Santhanam, Dhansika,unknown unknown I Rajasekaran Shiva  Santhanam  Dhansika,unknown I Rajasekaran Shiva  Santhanam unknown,unknown I Rajasekaran Shiva  Santhanam
435,Onaayum Aattukkuttiyum,Mysskin,"Mysskin, Sri",224339,"Chandru, a medical student, saves a dying man by operating him, but soon, the police are knocking on his doors for helping Wolf, a paid killer. And, worse, they want him to kill Wolf.",Crime Drama Mystery Thriller,Mysskin, Sri,unknown,"Chandru, a medical student, saves a dying man by operating him, but soon, the police are knocking on his doors for helping Wolf, a paid killer. And, worse, they want him to kill Wolf. Crime Drama Mystery Thriller Mysskin Mysskin  Sri unknown","Crime Drama Mystery Thriller Mysskin Mysskin  Sri Chandru, a medical student, saves a dying man by operating him, but soon, the police are knocking on his doors for helping Wolf, a paid killer. And, worse, they want him to kill Wolf.",Crime Drama Mystery Thriller Mysskin Mysskin  Sri
436,Raja Rani,Atlee Kumar,"Arya, Nayantara, Jai, Nazriya Nazim",300757,"As a young boy Raja turns to a life of crime after the death of his mother. Years  later Raja, now a hardened thief, uses a marriage as an escape ploy but shortly after he is caught.",unkown,Arya, Nayantara, Jai,"As a young boy Raja turns to a life of crime after the death of his mother. Years  later Raja, now a hardened thief, uses a marriage as an escape ploy but shortly after he is caught.  Atlee Kumar Arya  Nayantara  Jai"," Atlee Kumar Arya  Nayantara As a young boy Raja turns to a life of crime after the death of his mother. Years  later Raja, now a hardened thief, uses a marriage as an escape ploy but shortly after he is caught.", Atlee Kumar Arya  Nayantara
437,Idharkuthane Aasaipattai Balakumara,Gokul,"Vijay Sethupathi, Ashwin Kakumanu, Swati Reddy, Nandita Swetha",225701,An indolent youth finds himself in trouble when his life gets intertwined with that of a straight-laced banker who is tormented with his demands from his boss.,Comedy Romance,Vijay Sethupathi, Ashwin Kakumanu, Swati Reddy,An indolent youth finds himself in trouble when his life gets intertwined with that of a straight-laced banker who is tormented with his demands from his boss. Comedy Romance Gokul Vijay Sethupathi  Ashwin Kakumanu  Swati Reddy,Comedy Romance Gokul Vijay Sethupathi  Ashwin Kakumanu An indolent youth finds himself in trouble when his life gets intertwined with that of a straight-laced banker who is tormented with his demands from his boss.,Comedy Romance Gokul Vijay Sethupathi  Ashwin Kakumanu
438,Nila Meedhu Kadhal,Ilayakumar,"Vijayaraj, Joshwa, Sri Priyanga, Sudha",269654,"Nila Meethu Kadhal (2013) : Movie Info: Directed :: Ilayakumar Produced :: N Shankaralingam Starring :: Vijayaraj, Joshwa, Sri Priyanka, Sudha",unkown,Vijayaraj, Joshwa, Sri Priyanga,"Nila Meethu Kadhal (2013) : Movie Info: Directed :: Ilayakumar Produced :: N Shankaralingam Starring :: Vijayaraj, Joshwa, Sri Priyanka, Sudha  Ilayakumar Vijayaraj  Joshwa  Sri Priyanga"," Ilayakumar Vijayaraj  Joshwa Nila Meethu Kadhal (2013) : Movie Info: Directed :: Ilayakumar Produced :: N Shankaralingam Starring :: Vijayaraj, Joshwa, Sri Priyanka, Sudha", Ilayakumar Vijayaraj  Joshwa
439,Kayavan,Venky,Mithun,269655,"All about Kayavan - Tamil movie, Directed by Venki, Starring Mithun, Music by Jerom",unkown,Mithun,unknown,unknown,"All about Kayavan - Tamil movie, Directed by Venki, Starring Mithun, Music by Jerom  Venky Mithun unknown unknown"," Venky Mithun unknown All about Kayavan - Tamil movie, Directed by Venki, Starring Mithun, Music by Jerom", Venky Mithun unknown
440,Naiyaandi,A. Sarkunam,"Dhanush, Nazriya Nazim",224648,"Chinna Vandu, the youngest of three brothers, falls in love with Vana Roja when she visits her grandmother, coinciding with the village carnival. After a few hiccups, their romance becomes mutual. Chinna Vandu has to then handle his family members, particularly his lovesick elder brothers, and also a dreaded goon who sets his eagle eyes on Roja.",Comedy Romance,Dhanush, Nazriya Nazim,unknown,"Chinna Vandu, the youngest of three brothers, falls in love with Vana Roja when she visits her grandmother, coinciding with the village carnival. After a few hiccups, their romance becomes mutual. Chinna Vandu has to then handle his family members, particularly his lovesick elder brothers, and also a dreaded goon who sets his eagle eyes on Roja. Comedy Romance A. Sarkunam Dhanush  Nazriya Nazim unknown","Comedy Romance A. Sarkunam Dhanush  Nazriya Nazim Chinna Vandu, the youngest of three brothers, falls in love with Vana Roja when she visits her grandmother, coinciding with the village carnival. After a few hiccups, their romance becomes mutual. Chinna Vandu has to then handle his family members, particularly his lovesick elder brothers, and also a dreaded goon who sets his eagle eyes on Roja.",Comedy Romance A. Sarkunam Dhanush  Nazriya Nazim
441,Vanakkam Chennai,Kiruthika Udhaynidhi,"Shiva, Priya Anand",227062,"Tricked by a fraudster, Ajay and Anjali are forced to stay in the same flat. They gradually warm up to each other and start getting romantic notions but the arrival of Deepak, Anjali's fiance, puts them in a dilemma.",Romance Comedy,Shiva, Priya Anand,unknown,"Tricked by a fraudster, Ajay and Anjali are forced to stay in the same flat. They gradually warm up to each other and start getting romantic notions but the arrival of Deepak, Anjali's fiance, puts them in a dilemma. Romance Comedy Kiruthika Udhaynidhi Shiva  Priya Anand unknown","Romance Comedy Kiruthika Udhaynidhi Shiva  Priya Anand Tricked by a fraudster, Ajay and Anjali are forced to stay in the same flat. They gradually warm up to each other and start getting romantic notions but the arrival of Deepak, Anjali's fiance, puts them in a dilemma.",Romance Comedy Kiruthika Udhaynidhi Shiva  Priya Anand
442,Anjal Thurai,A. R. Rafi,"Mohan. C, Narayanan, Kushi, Senthil",267741,"Latha Cine Creations' Anjal Thurai is produced by P. Chinnusamy and directed by A.R. Rafi, who has also written",unkown,Mohan. C, Narayanan, Kushi,"Latha Cine Creations' Anjal Thurai is produced by P. Chinnusamy and directed by A.R. Rafi, who has also written  A. R. Rafi Mohan. C  Narayanan  Kushi"," A. R. Rafi Mohan. C  Narayanan Latha Cine Creations' Anjal Thurai is produced by P. Chinnusamy and directed by A.R. Rafi, who has also written", A. R. Rafi Mohan. C  Narayanan
443,Chithirayil Nilachoru,R. Sundarrajan,"Sara Arjun, Ashok Sundarrajan, Vasundhara Kashyap, Prakash Nath",267725,"Chithirayil Nilachoru is a 2013 Indian Tamil drama film written and directed by R. Sundarrajan and produced by Murugesan. The film features Prakash Nath, Vasundhara Kashyap and Sara Arjun in the lead roles, with Ashok Sundarrajan and Ganja Karuppu playing other pivotal characters. The film opened to mixed reviews upon release on October 18, 2013.",unkown,Sara Arjun, Ashok Sundarrajan, Vasundhara Kashyap,"Chithirayil Nilachoru is a 2013 Indian Tamil drama film written and directed by R. Sundarrajan and produced by Murugesan. The film features Prakash Nath, Vasundhara Kashyap and Sara Arjun in the lead roles, with Ashok Sundarrajan and Ganja Karuppu playing other pivotal characters. The film opened to mixed reviews upon release on October 18, 2013.  R. Sundarrajan Sara Arjun  Ashok Sundarrajan  Vasundhara Kashyap"," R. Sundarrajan Sara Arjun  Ashok Sundarrajan Chithirayil Nilachoru is a 2013 Indian Tamil drama film written and directed by R. Sundarrajan and produced by Murugesan. The film features Prakash Nath, Vasundhara Kashyap and Sara Arjun in the lead roles, with Ashok Sundarrajan and Ganja Karuppu playing other pivotal characters. The film opened to mixed reviews upon release on October 18, 2013.", R. Sundarrajan Sara Arjun  Ashok Sundarrajan
444,Ninaivugal Unnodu,T. Mahesh Babu,T. Mahesh Babu,267740,"inaivugal Unnodu Songs: Director: T.Mahesh Babu. Producer: V.V.Murugesan, T.Mahesh Babu. Music: Jean Hurets. Lyricist: Nandhalala",unkown,T. Mahesh Babu,unknown,unknown,"inaivugal Unnodu Songs: Director: T.Mahesh Babu. Producer: V.V.Murugesan, T.Mahesh Babu. Music: Jean Hurets. Lyricist: Nandhalala  T. Mahesh Babu T. Mahesh Babu unknown unknown"," T. Mahesh Babu T. Mahesh Babu unknown inaivugal Unnodu Songs: Director: T.Mahesh Babu. Producer: V.V.Murugesan, T.Mahesh Babu. Music: Jean Hurets. Lyricist: Nandhalala", T. Mahesh Babu T. Mahesh Babu unknown
445,Nirnayam,S. S. Srisaravanan,"Vikram Anand, Regina Cassandra, Baby Vedhika",198359,"Dr. Roy is a surgeon who works in a private hospital. He falls in love with his colleague Dr. Annie. When Annie discovers a frightening organ-smuggling operation in her hospital, it proves to be a turning point in the story.",Thriller,Vikram Anand, Regina Cassandra, Baby Vedhika,"Dr. Roy is a surgeon who works in a private hospital. He falls in love with his colleague Dr. Annie. When Annie discovers a frightening organ-smuggling operation in her hospital, it proves to be a turning point in the story. Thriller S. S. Srisaravanan Vikram Anand  Regina Cassandra  Baby Vedhika","Thriller S. S. Srisaravanan Vikram Anand  Regina Cassandra Dr. Roy is a surgeon who works in a private hospital. He falls in love with his colleague Dr. Annie. When Annie discovers a frightening organ-smuggling operation in her hospital, it proves to be a turning point in the story.",Thriller S. S. Srisaravanan Vikram Anand  Regina Cassandra
446,Nugam,Jeffy,"Jeybala, Iniya, Suresh, Reeshkadir, Preethi",267723,"Nugam is a 2013 Indian Tamil drama film written and directed by Jeffy and produced by Synergy Creations. The film features Jeybala, Iniya, Vijayakumar and Preethi in the lead roles. The film opened to negative reviews upon release on October 18, 2013.",unkown,Jeybala, Iniya, Suresh,"Nugam is a 2013 Indian Tamil drama film written and directed by Jeffy and produced by Synergy Creations. The film features Jeybala, Iniya, Vijayakumar and Preethi in the lead roles. The film opened to negative reviews upon release on October 18, 2013.  Jeffy Jeybala  Iniya  Suresh"," Jeffy Jeybala  Iniya Nugam is a 2013 Indian Tamil drama film written and directed by Jeffy and produced by Synergy Creations. The film features Jeybala, Iniya, Vijayakumar and Preethi in the lead roles. The film opened to negative reviews upon release on October 18, 2013.", Jeffy Jeybala  Iniya
447,Ragalaipuram,Mano,"Karunas, Angana Roy, Sanjana Singh",252022,"Velu, a cowardly cop with a family to support, is told that he has blood cancer and so, to get insurance and keep his family financially stable, he goes on a suicidal mission, by taking on criminals singlehandedly.",unkown,Karunas, Angana Roy, Sanjana Singh,"Velu, a cowardly cop with a family to support, is told that he has blood cancer and so, to get insurance and keep his family financially stable, he goes on a suicidal mission, by taking on criminals singlehandedly.  Mano Karunas  Angana Roy  Sanjana Singh"," Mano Karunas  Angana Roy Velu, a cowardly cop with a family to support, is told that he has blood cancer and so, to get insurance and keep his family financially stable, he goes on a suicidal mission, by taking on criminals singlehandedly.", Mano Karunas  Angana Roy
448,Ingu Kadhal Katrutharapadum,M. Sreedharan,"Sreenath, Darshana, Archana",267739,"INGU KADHAL KATRUTHARAPADUM is an upcoming Tamil movie, Directed by M. Sreedharan, Starring Srinath, Dharshana, Music by Sahitya",unkown,Sreenath, Darshana, Archana,"INGU KADHAL KATRUTHARAPADUM is an upcoming Tamil movie, Directed by M. Sreedharan, Starring Srinath, Dharshana, Music by Sahitya  M. Sreedharan Sreenath  Darshana  Archana"," M. Sreedharan Sreenath  Darshana INGU KADHAL KATRUTHARAPADUM is an upcoming Tamil movie, Directed by M. Sreedharan, Starring Srinath, Dharshana, Music by Sahitya", M. Sreedharan Sreenath  Darshana
449,Muthu Nagaram,Ottapidaram K. Thirupathi,"Vishvaa, Asrik Bhanu",260626,"Elders of the town constitute a panchayat and meet when a crime is committed by anyone and mete out punishment. Viswa and his friends are accused of a crime not committed by them. The elders sit in judgment and award punishment to them without giving them a chance to be heard and to prove their innocence. As an expression of resentment, the boys commit a petty crime, albeit playfully. It lands them in serious trouble. How they manage to come out of it unscathed is the crux of the story.",Comedy Action Romance,Vishvaa, Asrik Bhanu,unknown,"Elders of the town constitute a panchayat and meet when a crime is committed by anyone and mete out punishment. Viswa and his friends are accused of a crime not committed by them. The elders sit in judgment and award punishment to them without giving them a chance to be heard and to prove their innocence. As an expression of resentment, the boys commit a petty crime, albeit playfully. It lands them in serious trouble. How they manage to come out of it unscathed is the crux of the story. Comedy Action Romance Ottapidaram K. Thirupathi Vishvaa  Asrik Bhanu unknown","Comedy Action Romance Ottapidaram K. Thirupathi Vishvaa  Asrik Bhanu Elders of the town constitute a panchayat and meet when a crime is committed by anyone and mete out punishment. Viswa and his friends are accused of a crime not committed by them. The elders sit in judgment and award punishment to them without giving them a chance to be heard and to prove their innocence. As an expression of resentment, the boys commit a petty crime, albeit playfully. It lands them in serious trouble. How they manage to come out of it unscathed is the crux of the story.",Comedy Action Romance Ottapidaram K. Thirupathi Vishvaa  Asrik Bhanu
450,Sutta Kadhai,Subu,"Balaji, Venkat, Nassar, Lakshmi Priyaa Chandramouli",230525,"A cop (Balaji Venugopal, who with his pencil moustache resembles a swashbuckling Ranjan-era villain) steps into the scene of a murder and gets down to his interrogation. His first question: What is your national bird? Elsewhere, another cop (Venkatesh Harinathan) asks the dead man’s offspring what the father was doing before he died. The answer: He was living.",Comedy,Balaji, Venkat, Nassar,"A cop (Balaji Venugopal, who with his pencil moustache resembles a swashbuckling Ranjan-era villain) steps into the scene of a murder and gets down to his interrogation. His first question: What is your national bird? Elsewhere, another cop (Venkatesh Harinathan) asks the dead man’s offspring what the father was doing before he died. The answer: He was living. Comedy Subu Balaji  Venkat  Nassar","Comedy Subu Balaji  Venkat A cop (Balaji Venugopal, who with his pencil moustache resembles a swashbuckling Ranjan-era villain) steps into the scene of a murder and gets down to his interrogation. His first question: What is your national bird? Elsewhere, another cop (Venkatesh Harinathan) asks the dead man’s offspring what the father was doing before he died. The answer: He was living.",Comedy Subu Balaji  Venkat
451,Vasanthasena,Raman,"Ravi Prakash, Priyanka Tiwari",unknown,unknown,unknown,Ravi Prakash, Priyanka Tiwari,unknown,unknown unknown Raman Ravi Prakash  Priyanka Tiwari unknown,unknown Raman Ravi Prakash  Priyanka Tiwari unknown,unknown Raman Ravi Prakash  Priyanka Tiwari
452,Arrambam,Vishnuvardhan,"Ajith Kumar, Arya, Nayantara, Taapsee Pannu",188540,"A man, along with a computer hacker, sets off on a mission to uncover a government scandal. As the dark secrets begin to tumble out, the duo faces dangerous consequences from the people in power.",Action Thriller Drama,Ajith Kumar, Arya, Nayantara,"A man, along with a computer hacker, sets off on a mission to uncover a government scandal. As the dark secrets begin to tumble out, the duo faces dangerous consequences from the people in power. Action Thriller Drama Vishnuvardhan Ajith Kumar  Arya  Nayantara","Action Thriller Drama Vishnuvardhan Ajith Kumar  Arya A man, along with a computer hacker, sets off on a mission to uncover a government scandal. As the dark secrets begin to tumble out, the duo faces dangerous consequences from the people in power.",Action Thriller Drama Vishnuvardhan Ajith Kumar  Arya
453,All in All Azhagu Raja,M. Rajesh,"Karthi, Kajal Aggarwal, Santhanam",233015,"The film is centered around Azhaguraja (Karthi), his friend and adviser Kalyanam (Santhanam) who runs a little known TV channel. He falls head over heels for at first sight with Devi Priya (Kajal Aggarwal) daughter of a rich businessman and the rest of the story is how he wins her in the end.",Comedy Romance,Karthi, Kajal Aggarwal, Santhanam,"The film is centered around Azhaguraja (Karthi), his friend and adviser Kalyanam (Santhanam) who runs a little known TV channel. He falls head over heels for at first sight with Devi Priya (Kajal Aggarwal) daughter of a rich businessman and the rest of the story is how he wins her in the end. Comedy Romance M. Rajesh Karthi  Kajal Aggarwal  Santhanam","Comedy Romance M. Rajesh Karthi  Kajal Aggarwal The film is centered around Azhaguraja (Karthi), his friend and adviser Kalyanam (Santhanam) who runs a little known TV channel. He falls head over heels for at first sight with Devi Priya (Kajal Aggarwal) daughter of a rich businessman and the rest of the story is how he wins her in the end.",Comedy Romance M. Rajesh Karthi  Kajal Aggarwal
454,Pandiya Naadu,Suseenthiran,"Vishal, Lakshmi Menon, Vikranth",231298,"Sivakumar is a timid young man, with a loving family in Madurai. His brother, a government official, earns the wrath of Simmakkal Ravi, the all-powerful gangster in the city. When he is murdered, Sivakumar and his father Kalayanasundaram plan to take revenge, in their own separate ways.",Action,Vishal, Lakshmi Menon, Vikranth,"Sivakumar is a timid young man, with a loving family in Madurai. His brother, a government official, earns the wrath of Simmakkal Ravi, the all-powerful gangster in the city. When he is murdered, Sivakumar and his father Kalayanasundaram plan to take revenge, in their own separate ways. Action Suseenthiran Vishal  Lakshmi Menon  Vikranth","Action Suseenthiran Vishal  Lakshmi Menon Sivakumar is a timid young man, with a loving family in Madurai. His brother, a government official, earns the wrath of Simmakkal Ravi, the all-powerful gangster in the city. When he is murdered, Sivakumar and his father Kalayanasundaram plan to take revenge, in their own separate ways.",Action Suseenthiran Vishal  Lakshmi Menon
455,Apple Penne,R. K. Kalaimani,"Vatsan, Aishwarya Menon, Roja,",260642,"Komalavalli, a young girl, runs away from her caring mother Hamsavalli, believing her to be a promiscuous woman. She ends up in the hands of the scheming constable Arumugam who has an axe to grind with mother and daughter.",Romance,Vatsan, Aishwarya Menon, Roja,"Komalavalli, a young girl, runs away from her caring mother Hamsavalli, believing her to be a promiscuous woman. She ends up in the hands of the scheming constable Arumugam who has an axe to grind with mother and daughter. Romance R. K. Kalaimani Vatsan  Aishwarya Menon  Roja","Romance R. K. Kalaimani Vatsan  Aishwarya Menon Komalavalli, a young girl, runs away from her caring mother Hamsavalli, believing her to be a promiscuous woman. She ends up in the hands of the scheming constable Arumugam who has an axe to grind with mother and daughter.",Romance R. K. Kalaimani Vatsan  Aishwarya Menon
456,Pizza II: Villa,Deepan Chakravarthy,"Ashok Selvan, Sanchita Shetty, Nassar, Vegan Rajesh",236808,Jebin is a writer who is trying to get his work published. He comes to understand his financial status after his father's death. There is also a villa in Pondycherry that has been bequeathed to him by his dad about which he had no clue till then. His ensuing journey to the villa sets the ball rolling for interesting events that get unfurled slowly.,Horror Thriller,Ashok Selvan, Sanchita Shetty, Nassar,Jebin is a writer who is trying to get his work published. He comes to understand his financial status after his father's death. There is also a villa in Pondycherry that has been bequeathed to him by his dad about which he had no clue till then. His ensuing journey to the villa sets the ball rolling for interesting events that get unfurled slowly. Horror Thriller Deepan Chakravarthy Ashok Selvan  Sanchita Shetty  Nassar,Horror Thriller Deepan Chakravarthy Ashok Selvan  Sanchita Shetty Jebin is a writer who is trying to get his work published. He comes to understand his financial status after his father's death. There is also a villa in Pondycherry that has been bequeathed to him by his dad about which he had no clue till then. His ensuing journey to the villa sets the ball rolling for interesting events that get unfurled slowly.,Horror Thriller Deepan Chakravarthy Ashok Selvan  Sanchita Shetty
457,Ravana Desam,Ajay Nuthakki,"Ajay Nuthakki, Jennifer, Naveen, Konda, Ramkiran",263634,"Ravana Desam is an tamil dramtic movie written, directed and acted in by Ajay Nuthakki. The others in the cast are Jennifer (heroine), Allu Ramesh, Santhosh, Koutalya, Bharathi Rao, Serisha and Prabhakar. The camera has been handled by V.K. Ramraj, R. Sivan has scored the music, Karthika Srinivas has edited the film and P.S. Varman has taken care of art direction.",Drama,Ajay Nuthakki, Jennifer, Naveen,"Ravana Desam is an tamil dramtic movie written, directed and acted in by Ajay Nuthakki. The others in the cast are Jennifer (heroine), Allu Ramesh, Santhosh, Koutalya, Bharathi Rao, Serisha and Prabhakar. The camera has been handled by V.K. Ramraj, R. Sivan has scored the music, Karthika Srinivas has edited the film and P.S. Varman has taken care of art direction. Drama Ajay Nuthakki Ajay Nuthakki  Jennifer  Naveen","Drama Ajay Nuthakki Ajay Nuthakki  Jennifer Ravana Desam is an tamil dramtic movie written, directed and acted in by Ajay Nuthakki. The others in the cast are Jennifer (heroine), Allu Ramesh, Santhosh, Koutalya, Bharathi Rao, Serisha and Prabhakar. The camera has been handled by V.K. Ramraj, R. Sivan has scored the music, Karthika Srinivas has edited the film and P.S. Varman has taken care of art direction.",Drama Ajay Nuthakki Ajay Nuthakki  Jennifer
